id,nama,email,no_hp,tanggal_daftar,status
224,PUTRI GUNAWAN,putri8939@gmail.com,8435488982,04-04-22,banned
225,Dedi Hidayat,dedi7322@gmail.com,8277400799,05-04-20,inactive
227,siti puRnama,siti1592@gmail.com,8658914351,13/01/2023,actve
228,Adit Purnama,adit5530@gmail.com,8436151269,2020-07-23,aktive
229,ANI RAMADHAN,ani4992@gmail.com,8402293809,03-01-20,in-active
232,Ani Wati,ani7094@gmail.com,8125986675,24-10-20,BANNED
235,dewi nasution,dewi8855@gmail.com,8697868498,2023-01-19,active
238,Indah Nasution,indah872@gmail.com,8457698260,05-02-20,BANNED
241,sari wijaya,sari728@gmail.com,8715878001,2020-11-11,in-active
242,riaN pratama,rian6576@gmail.com,8886292442,31-08-22,in-active
245,dedi gunawan,dedi3197@gmail.com,8583397813,06-06-20,Active
249,mega fauzI,mega3452@gmail.com,8609576370,04-06-22,in-active
252,Lani Nasution,lani672@gmail.com,8912704424,29/02/2020,banned
259,ani wati,ani928@gmail.com,8426587384,2021-12-29,banned
263,Adit Pratama,adit2911@gmail.com,8127656437,2023-12-30,BANNED
266,Hendra Siregar,hendra6260@gmail.com,8616239583,2023-03-10,inactive
269,MEGA WIJAYA,mega6119@gmail.com,8663291525,06-11-20,Active
274,indah wijaya,indah707@gmail.com,8405632089,2023-07-07,active
279,guntur gunawan,guntur4568@gmail.com,8497470466,20/01/2021,Active
291,LANI UTAMI,lani2627@gmail.com,8709660114,2022-03-01,inactive
295,ANI SAPUTRA,ani5453@gmail.com,8157059420,2023-11-24,active
301,siti fauzi,hendra1039@gmail.com,8126468461,2020-08-25,inactive
302,HENDRA KUSUMA,hendra2084@gmail.com,8874750597,2021-07-22,Active
304,rian saputra,rian1130@gmail.com,8698689810,2023-11-03,actve
305,Putri Purnama,lani2627@gmail.com,8831455692,26-10-23,BANNED
308,ratna fauZi,ratna6518@gmail.com,8718421452,05/05/2020,in-active
315,SITI MULYANI,siti1938@gmail.com,8121370619,2023-12-07,BANNED
318,sari ramadhan,sari5315@gmail.com,8831818238,21-07-22,actve
319,Dedi Saputra,dedi7100@gmail.com,8563913978,08-05-22,inactive
320,Sari Saputra,sari5853@gmail.com,8766921391,13-12-21,inactive
321,Dedi Wijaya,dedi2471@gmail.com,8784215952,2021-04-08,BANNED
323,indah Utami,indah361@gmail.com,8989186097,2021-01-05,in-active
325,Maya Mulyani,maya4553@gmail.com,8325572208,2023-05-10,banned
326,RIAN UTAMI,rian5892@gmail.com,8919563124,11/08/2022,Active
327,ratna nasution,ratna1562@gmail.com,8738787789,14/09/2023,actve
332,ratna sari,ratna4410@gmail.com,8131075025,14/11/2022,banned
335,Bambang Mulyani,bambang7260@gmail.com,8268799417,2020-02-24,in-active
337,DEDI UTAMI,dedi565@gmail.com,8996368846,12/05/2023,in-active
338,guntur hidayat,guntur9864@gmail.com,8562768414,2021-06-11,in-active
339,budi lestari,budi9571@gmail.com,8982360180,20/05/2021,INACTIVE
342,Eko Pratama,eko6726@gmail.com,8784667449,14-08-22,INACTIVE
348,RIAN SETIAWAN,rian107@gmail.com,8471961136,2023-03-11,aktive
355,SARI MULYANI,sari8004@gmail.com,8289459560,2020-01-07,INACTIVE
357,heNdra kusuma,hendra8531@gmail.com,8635494134,2022-11-06,BANNED
358,Guntur Mulyani,guntur4070@gmail.com,8892659410,27/03/2022,in-active
360,indah gunAwan,indah1759@gmail.com,8443948925,2020-12-06,Active
362,Maya Wijaya,budi2857@gmail.com,8592713399,17-11-23,active
363,Hendra Mulyani,hendra9985@gmail.com,8925953694,2020-10-11,aktive
367,Putri Hidayat,putri3728@gmail.com,8605866466,2022-01-30,inactive
368,RIAN HIDAYAT,rian8842@gmail.com,8537501460,28-11-20,banned
372,jOko saputra,joko5853@gmail.com,8852142887,05-01-21,aktive
376,SITI PRATAMA,siti2719@gmail.com,8474077940,30/05/2023,INACTIVE
377,Bambang Lestari,bambang2512@gmail.com,8655179856,28-11-22,actve
381,maya wijaya,maya354@gmail.com,8992712219,30/03/2021,in-active
382,Joko Santoso,joko5410@gmail.com,8828249713,2020-08-16,INACTIVE
388,eko mulyani,rian1352@gmail.com,8527117525,23/02/2023,in-active
390,Eko Ramadhan,eko4863@gmail.com,8881463972,07-09-23,Active
391,Lani Utami,lani4596@gmail.com,8514496124,2021-10-08,active
392,Ratna Hidayat,ratna9795@gmail.com,8914767432,13-11-20,BANNED
394,SITI SAPUTRA,ratna83@gmail.com,8266147228,26-01-21,INACTIVE
395,JOKO HARTONO,joko8016@gmail.com,8336494440,2022-05-19,BANNED
396,rian sAputra,rian2451@gmail.com,8764496698,04/01/2023,aktive
399,budi gunawan,budi611@gmail.com,8356971685,12/04/2020,Active
400,putri purNama,putri2449@gmail.com,8291574849,23-08-23,actve
408,putri pratama,putri6267@gmail.com,8268044678,10/07/2020,in-active
411,Sari Setiawan,sari9352@gmail.com,8546522692,14-09-21,BANNED
412,adit pratamA,indah707@gmail.com,8843400172,12/12/2023,actve
413,hendRa purnama,hendra3541@gmail.com,8599421402,24/03/2021,active
414,guntur sari,guntur379@gmail.com,8955930455,25-06-23,in-active
423,putri siregar,putri701@gmail.com,8816343698,2021-06-06,actve
433,indah nasution,indah2437@gmail.com,8696049510,26/04/2023,Active
434,lani wati,lani1806@gmail.com,8946984267,14/12/2023,in-active
436,BAMBANG RAMADHAN,bambang83@gmail.com,8533870981,07/09/2020,BANNED
440,guntur gunawan,sari201@gmail.com,8355344229,08-12-21,banned
443,Budi Pratama,budi9818@gmail.com,8711873187,09-12-20,active
444,Dewi Wijaya,dewi1046@gmail.com,8271280651,23-12-23,BANNED
448,BUDI MULYANI,budi5334@gmail.com,8756294594,2020-07-21,banned
449,joko wati,joko2429@gmail.com,8625907287,07/03/2020,BANNED
454,indah wati,indah8828@gmail.com,8584377512,23/05/2023,in-active
459,gunTur mulyani,guntur4327@gmail.com,8423214706,2020-10-22,Active
462,maya ramadhaN,maya6959@gmail.com,8903984565,14-11-23,inactive
464,adit Purnama,adit7346@gmail.com,8189303543,2021-04-30,Active
471,Budi Basuki,budi4244@gmail.com,8388458051,22-10-21,INACTIVE
474,MEGA PRATAMA,mega8147@gmail.com,8454368232,03/03/2020,banned
475,Agus Setiawan,agus1222@gmail.com,8795632281,2021-03-10,actve
477,Ratna Hartono,ratna8257@gmail.com,8508464690,2023-12-04,INACTIVE
481,anI siregar,ani7479@gmail.com,8863743829,2023-06-27,in-active
483,budI kusuma,budi7185@gmail.com,8595021018,21-02-23,aktive
489,mega hArtono,mega374@gmail.com,8865109188,08/05/2022,active
494,Eko Lestari,ratna9039@gmail.com,8505028085,2022-09-28,inactive
498,Bambang Lestari,bambang1470@gmail.com,8457654001,2023-04-26,BANNED
501,HENDRA WIJAYA,hendra2325@gmail.com,8539470204,04-03-22,Active
504,guntur wati,guntur2003@gmail.com,8223909098,2023-05-10,active
510,BUDI HARTONO,budi1256@gmail.com,8526115967,14/01/2020,inactive
511,iNdah saputra,indah8164@gmail.com,8403498095,19/03/2021,aktive
515,Ratna Gunawan,ratna1199@gmail.com,8789577973,11/08/2023,INACTIVE
516,BUDI HARTONO,mega7565@gmail.com,8827025145,25/01/2020,active
517,Lani Nasution,lani2722@gmail.com,8909475103,21-12-21,banned
523,putri wijaya,putri4628@gmail.com,8934660292,04/11/2020,active
524,Guntur Lestari,guntur3669@gmail.com,8489068149,31/08/2021,inactive
526,eko mulyanI,eko8716@gmail.com,8158410334,2020-03-25,Active
527,Agus Sari,agus5211@gmail.com,8878385944,26-12-21,inactive
531,SARI SETIAWAN,sari5362@gmail.com,8601041177,05/08/2021,active
532,BUDI SETIAWAN,budi6913@gmail.com,8478648383,23-04-20,in-active
535,mega hartono,mega9120@gmail.com,8902183410,26-04-23,active
539,HENDRA UTAMI,hendra5431@gmail.com,8718215339,26/07/2023,active
541,BUDI UTAMI,budi9452@gmail.com,8864839898,01/09/2021,aktive
543,Dewi Basuki,dewi5121@gmail.com,8669549119,2021-01-03,banned
546,Lani Nasution,lani4586@gmail.com,8713549197,25-03-20,aktive
548,Ratna Pratama,rian1324@gmail.com,8464537983,2020-03-03,actve
549,BUDI SARI,budi2239@gmail.com,8722050488,22-08-23,inactive
552,Siti Fauzi,siti6720@gmail.com,8811402624,2021-04-10,aktive
560,MEGA PURNAMA,mega9246@gmail.com,8517445314,24-11-20,in-active
564,Dewi Fauzi,maya6863@gmail.com,8931888239,2022-10-05,active
568,Mega Santoso,mega1366@gmail.com,8551564914,05-12-20,BANNED
579,Sari Gunawan,sari5480@gmail.com,8533178971,2021-01-16,actve
581,ANI SETIAWAN,ani7624@gmail.com,8443134246,01-10-20,in-active
584,Ratna Gunawan,ratna3400@gmail.com,8205489501,28/10/2020,actve
585,adit wati,adit516@gmail.com,8345407656,2022-01-26,aktive
588,ratna nasution,ratna3881@gmail.com,8844379028,07-07-20,actve
589,dewi santoso,dewi6194@gmail.com,8158507201,15/04/2020,BANNED
595,AGUS KUSUMA,agus5513@gmail.com,8896319533,23/04/2023,actve
599,MEGA SETIAWAN,mega1523@gmail.com,8151107610,19-09-21,active
600,Hendra Mulyani,hendra5158@gmail.com,8677605662,11-07-21,inactive
606,Agus Wati,agus6983@gmail.com,8948535785,01-11-21,aktive
611,ADIT KUSUMA,adit3992@gmail.com,8879946492,15/01/2022,banned
614,Indah Saputra,indah1450@gmail.com,8645307153,2020-01-28,INACTIVE
622,Sari Wijaya,sari5171@gmail.com,8508713956,2021-05-13,INACTIVE
623,Eko Santoso,eko7860@gmail.com,8148514224,11/05/2023,actve
627,Rian Gunawan,rian145@gmail.com,8636649245,16/08/2021,aktive
632,ani hartono,ani1160@gmail.com,8514947199,23/09/2023,Active
635,Ani Setiawan,ani6835@gmail.com,8864008736,16-10-21,actve
637,Mega Hartono,mega1113@gmail.com,8159867045,06/10/2022,INACTIVE
640,lani wati,lani9798@gmail.com,8233549859,23-10-23,in-active
641,budi hArtono,budi3831@gmail.com,8255085907,2020-08-25,in-active
644,Bambang Sari,bambang749@gmail.com,8735517014,05/05/2020,aktive
646,MEGA LESTARI,mega6842@gmail.com,8528001505,12/05/2020,banned
648,Bambang Wati,bambang4565@gmail.com,8534810338,27-12-20,banned
650,Siti Pratama,siti802@gmail.com,8548349639,14-08-23,banned
651,ratna setiawan,ratna5048@gmail.com,8454787679,11/11/2022,in-active
652,Mega Wijaya,mega7798@gmail.com,8743949388,31-12-21,in-active
653,putri fauzI,putri2363@gmail.com,8246629510,2020-11-17,actve
657,MAYA GUNAWAN,maya7875@gmail.com,8435713780,25-12-20,in-active
660,Mega Ramadhan,mega8313@gmail.com,8682359724,04/12/2022,INACTIVE
670,hendra siregar,hendra7328@gmail.com,8557535115,04-05-23,INACTIVE
671,Dedi Pratama,dedi1498@gmail.com,8425905554,13/09/2023,BANNED
672,Siti Setiawan,siti2745@gmail.com,8316667367,09-08-21,BANNED
675,ani hidAyat,ani179@gmail.com,8883158771,2023-07-29,active
678,BUDI SETIAWAN,budi9463@gmail.com,8635711474,19/01/2023,active
681,ani hartono,ani7251@gmail.com,8798429928,06-02-21,active
689,HENDRA PRATAMA,hendra6046@gmail.com,8691953927,2020-10-21,banned
690,SARI MULYANI,sari6284@gmail.com,8873859191,2021-10-27,actve
691,Dewi Pratama,dewi4340@gmail.com,8231065504,28/09/2020,INACTIVE
692,siti saputra,siti4195@gmail.com,8864350016,2020-05-19,BANNED
694,SITI PURNAMA,siti8090@gmail.com,8309349432,2021-05-25,actve
696,ani basUki,ani2676@gmail.com,8646594039,2023-11-08,BANNED
697,SITI FAUZI,siti403@gmail.com,8341942287,2023-07-11,in-active
701,joko nasution,mega1113@gmail.com,8568636295,14-01-21,BANNED
703,RATNA HARTONO,ratna5398@gmail.com,8375416478,2020-02-14,aktive
705,ani bAsuki,ani1609@gmail.com,8566071112,2021-08-23,banned
706,EKO FAUZI,eko8218@gmail.com,8475915584,20/02/2020,in-active
708,PUTRI RAMADHAN,putri5276@gmail.com,8668188602,2023-02-24,Active
709,mega lestari,mega9688@gmail.com,8303998399,2021-07-15,aktive
710,siti uTami,siti4851@gmail.com,8118475215,01-10-22,BANNED
712,Maya Utami,maya3197@gmail.com,8402668994,2020-12-26,actve
714,Rian Pratama,rian8719@gmail.com,8543226209,2021-09-16,in-active
716,BUDI KUSUMA,budi2730@gmail.com,8673597443,09/10/2021,aktive
721,Guntur Santoso,guntur6883@gmail.com,8528538672,06/03/2021,banned
722,Indah Mulyani,indah9014@gmail.com,8341308345,12-08-23,INACTIVE
727,INDAH FAUZI,indah1041@gmail.com,8903361750,22/05/2022,Active
734,Lani Setiawan,lani7480@gmail.com,8889555956,29/09/2023,BANNED
739,LANI PURNAMA,lani7058@gmail.com,8399458476,24/05/2021,inactive
740,Indah Wijaya,indah4441@gmail.com,8403028623,15/01/2022,in-active
744,bambang setiAwan,bambang6182@gmail.com,8204681181,24-12-21,banned
746,siti ramadhan,siti7991@gmail.com,8357084364,2021-06-10,banned
748,sari utami,sari9351@gmail.com,8916752136,05/12/2020,active
749,Maya Hidayat,maya3537@gmail.com,8947115690,04-08-23,Active
750,RIAN MULYANI,rian5688@gmail.com,8461651874,02/06/2021,banned
758,Eko Purnama,eko8294@gmail.com,8742203590,01-09-23,Active
763,ani siregar,ani2350@gmail.com,8111168564,2022-11-30,INACTIVE
766,Siti Purnama,siti9618@gmail.com,8731171438,25/07/2022,aktive
768,budi basuki,budi3995@gmail.com,8209274902,06-08-23,INACTIVE
769,Maya Santoso,maya1525@gmail.com,8485745201,2021-04-21,INACTIVE
774,PUTRI PURNAMA,putri3465@gmail.com,8258415949,2021-12-07,in-active
775,rian purnama,rian7615@gmail.com,8509229468,2023-08-09,active
787,ani baSuki,ani9968@gmail.com,8844759569,06/07/2023,BANNED
795,Maya Mulyani,maya5869@gmail.com,8802851692,05/09/2021,actve
796,SITI SANTOSO,siti7703@gmail.com,8239438474,2022-11-01,inactive
798,hendra utaMi,hendra6770@gmail.com,8635874736,23-10-21,inactive
801,Indah Purnama,indah7851@gmail.com,8623052865,18/03/2021,actve
803,ADIT HIDAYAT,adit7840@gmail.com,8749070549,2021-06-13,INACTIVE
804,baMbang utami,bambang278@gmail.com,8147531389,2022-12-19,INACTIVE
806,Mega Wijaya,mega6848@gmail.com,8892736010,31-10-23,Active
811,Adit Saputra,adit6007@gmail.com,8946930000,01-10-20,active
814,Sari Hidayat,sari1867@gmail.com,8839282192,01-03-20,banned
817,ratna wijaya,ratna9835@gmail.com,8385266554,08-01-23,Active
818,Guntur Hartono,guntur1797@gmail.com,8171895128,2021-05-30,BANNED
821,Dewi Santoso,dewi1875@gmail.com,8538974737,24-08-20,in-active
822,Dewi Utami,dewi9118@gmail.com,8359517973,03-12-21,INACTIVE
826,Indah Hartono,indah5105@gmail.com,8811626533,2021-10-17,actve
827,Joko Setiawan,joko9904@gmail.com,8675676234,08-11-22,active
829,bambanG wati,bambang6090@gmail.com,8207239032,28-08-23,banned
834,Dewi Purnama,dewi7234@gmail.com,8746407098,2022-05-03,inactive
835,guntur pratama,guntur5136@gmail.com,8418841964,07/08/2021,active
837,ratNa purnama,ratna4527@gmail.com,8398726811,2021-01-31,aktive
841,rian siregar,rian7712@gmail.com,8519464429,11-04-21,INACTIVE
846,INDAH MULYANI,indah1879@gmail.com,8983219858,11-03-22,in-active
847,ADIT GUNAWAN,adit27@gmail.com,8446222638,2023-03-06,Active
848,Bambang Ramadhan,bambang4080@gmail.com,8751074016,03/05/2021,aktive
849,Hendra Ramadhan,hendra4399@gmail.com,8425325069,08/12/2020,Active
853,RIAN RAMADHAN,rian4465@gmail.com,8983570846,06-07-20,in-active
855,Bambang Santoso,hendra5431@gmail.com,8304963399,03-12-21,INACTIVE
857,Putri Sari,putri7504@gmail.com,8419720954,19/03/2023,in-active
858,Sari Sari,sari5806@gmail.com,8706682223,2023-02-13,BANNED
859,rian purnama,rian1974@gmail.com,8141733513,2023-11-25,active
861,Maya Ramadhan,maya9030@gmail.com,8797791156,08-08-23,Active
872,Joko Ramadhan,joko304@gmail.com,8172389774,2022-08-02,Active
875,Sari Setiawan,sari569@gmail.com,8896656951,25/09/2022,active
877,LANI HIDAYAT,lani582@gmail.com,8215487836,2023-07-19,aktive
879,Adit Mulyani,adit6093@gmail.com,8895187149,31-05-20,Active
881,Ani Lestari,ani7043@gmail.com,8345476915,2023-11-07,active
882,budi santosO,rian7615@gmail.com,8217623762,22-01-20,banned
887,bAmbang purnama,bambang7194@gmail.com,8456435056,2023-10-08,aktive
892,Dedi Siregar,dedi5469@gmail.com,8142702248,21-01-22,active
899,DEWI UTAMI,dewi9453@gmail.com,8749323170,2023-07-12,banned
901,Sari Pratama,sari8651@gmail.com,8822895211,09/09/2022,aktive
902,Sari Pratama,sari482@gmail.com,8521358168,01/10/2020,in-active
905,Agus Purnama,agus7752@gmail.com,8931933165,03/03/2020,inactive
907,AGUS RAMADHAN,agus8092@gmail.com,8257069876,2022-06-13,active
908,Lani Wijaya,lani1198@gmail.com,8576763893,02-02-21,BANNED
909,JOKO SAPUTRA,joko6593@gmail.com,8466938219,2020-04-21,BANNED
910,LANI WIJAYA,lani602@gmail.com,8658790349,2020-09-11,actve
912,SARI PURNAMA,sari1950@gmail.com,8917450671,2021-01-18,INACTIVE
913,maya utami,maya6202@gmail.com,8222514869,23/10/2022,INACTIVE
914,Siti Purnama,siti764@gmail.com,8602105578,21/06/2021,BANNED
915,Dedi Siregar,dedi7137@gmail.com,8412761304,02/02/2020,in-active
916,adit santoso,adit8581@gmail.com,8565932378,13/05/2020,BANNED
924,riAn hartono,rian5676@gmail.com,8604427668,30-06-20,active
931,sari ramadhan,sari4313@gmail.com,8763118828,13-03-21,banned
932,Maya Lestari,maya2575@gmail.com,8802820360,19-12-21,BANNED
933,Adit Basuki,adit7111@gmail.com,8487354744,27/11/2022,aktive
935,putri lestaRi,putri5785@gmail.com,8573277125,07/10/2020,INACTIVE
943,rian sari,rian116@gmail.com,8756933858,2022-01-11,INACTIVE
945,Rian Wati,rian4069@gmail.com,8335766952,24/06/2021,Active
947,Adit Purnama,adit5099@gmail.com,8151989498,11-08-21,active
948,Siti Mulyani,siti5165@gmail.com,8123763896,28-12-21,inactive
949,JOKO PURNAMA,joko3342@gmail.com,8773395801,17/09/2023,banned
958,hendra siRegar,hendra8223@gmail.com,8272556787,27-03-23,actve
960,Indah Basuki,indah8445@gmail.com,8329345032,22/04/2022,aktive
965,dewi hartono,dewi5322@gmail.com,8412598312,2021-04-23,INACTIVE
968,ani basuki,ani3438@gmail.com,8498589910,2020-03-28,Active
969,mega rAmadhan,mega2808@gmail.com,8616522334,03/08/2023,active
973,Guntur Saputra,guntur6024@gmail.com,8435441429,2020-01-26,INACTIVE
975,dewi fauzi,dewi5087@gmail.com,8417484515,26/05/2021,actve
983,GUNTUR PRATAMA,guntur5272@gmail.com,8206590137,2021-07-04,Active
985,lanI sari,lani8897@gmail.com,8271577390,24-03-23,aktive
986,DEDI BASUKI,dedi2330@gmail.com,8852740720,10-06-20,inactive
1000,Eko Nasution,eko536@gmail.com,8467805316,21/05/2022,INACTIVE
